filepath,filename,folder_category,inferred_category,final_category,product,arabic_name,souk_location,price_min_mad,price_max_mad,price_range,notes,width_px,height_px,size_kb,hash,annotated,annotation_file
marrakech_dataset\price_tags\bing\000097.jpg,000097.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,1290,890,306.6,96ce0ccfee,no,
marrakech_dataset\price_tags\bing\000098.jpg,000098.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,844,1500,237.0,ee799bfd1e,no,
marrakech_dataset\price_tags\bing\000099.jpg,000099.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,2000,1123,432.7,4f19eef547,no,
marrakech_dataset\price_tags\bing\000100.jpg,000100.jpg,price_tags,unknown,price_tags,Perfume / Solid Musk,عطر / مسك,Souk El Attarine / Maison De La Parfum Marrakech,50,300,50–300 MAD,Sold as stones or essential oils.,719,480,750.5,9672941e34,no,
marrakech_dataset\leather\bing\000001.jpg,000001.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,245.5,0fa7f8a51f,no,
marrakech_dataset\leather\bing\000002.jpg,000002.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,316.5,04ca0c7d36,no,
marrakech_dataset\leather\bing\000003.jpg,000003.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,190.9,d80b951bcb,no,
marrakech_dataset\leather\bing\000004.jpg,000004.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,867,1390,281.4,89c0dbbb99,no,
marrakech_dataset\leather\bing\000005.jpg,000005.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,342.0,5b9f9fe1a4,no,
marrakech_dataset\leather\bing\000006.jpg,000006.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,337.0,cd5616c9b8,no,
marrakech_dataset\leather\bing\000007.jpg,000007.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,291.8,2b53f8c351,no,
marrakech_dataset\leather\bing\000008.jpg,000008.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,957,294.8,3365a87fab,no,
marrakech_dataset\leather\bing\000009.jpg,000009.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,244.6,73a9c68448,no,
marrakech_dataset\leather\bing\000010.jpg,000010.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,939,170.0,4d404cc7cb,no,
marrakech_dataset\leather\bing\000011.jpg,000011.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,944,1390,212.2,b03a840d3f,no,
marrakech_dataset\leather\bing\000012.jpg,000012.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,750,1124,214.4,91ba94f477,no,
marrakech_dataset\leather\bing\000013.jpg,000013.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,600,900,102.0,dd0169aa0b,no,
marrakech_dataset\leather\bing\000014.jpg,000014.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,800,576,110.8,c731a69f97,no,
marrakech_dataset\leather\bing\000015.jpg,000015.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,223.5,eb5f592a8d,no,
marrakech_dataset\leather\bing\000016.jpg,000016.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,203.1,a1a522a5dc,no,
marrakech_dataset\leather\bing\000017.jpg,000017.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,245.9,b499bd98fb,no,
marrakech_dataset\leather\bing\000018.jpg,000018.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1600,1143,292.1,5cb7f401c0,no,
marrakech_dataset\leather\bing\000019.jpg,000019.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,162.8,b1a90af829,no,
marrakech_dataset\leather\bing\000020.jpg,000020.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,197.7,ab5d5d6fca,no,
marrakech_dataset\leather\bing\000021.jpg,000021.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,800,533,88.1,a9f5816d25,no,
marrakech_dataset\leather\bing\000022.jpg,000022.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,332.8,a343c4c482,no,
marrakech_dataset\leather\bing\000023.jpg,000023.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,450,320,52.2,1420a1f846,no,
marrakech_dataset\leather\bing\000024.jpg,000024.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,274.3,3fc2b6220e,no,
marrakech_dataset\leather\bing\000025.jpg,000025.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,174.8,a9c2e43b11,no,
marrakech_dataset\leather\bing\000026.jpg,000026.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,800,800,196.9,877f393337,no,
marrakech_dataset\leather\bing\000027.jpg,000027.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,600,600,87.1,aa0e49dfa4,no,
marrakech_dataset\leather\bing\000028.jpg,000028.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,800,800,136.9,155bdb7c75,no,
marrakech_dataset\leather\bing\000029.jpg,000029.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,640,427,144.3,58590332f5,no,
marrakech_dataset\leather\bing\000030.jpg,000030.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1010,1010,207.1,72524f6ab2,no,
marrakech_dataset\leather\bing\000031.jpg,000031.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1920,1920,165.8,a0814c85c7,no,
marrakech_dataset\leather\bing\000032.jpg,000032.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1000,1000,64.3,c077f8eba6,no,
marrakech_dataset\leather\bing\000033.jpg,000033.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1000,1000,67.0,52e593d578,no,
marrakech_dataset\leather\bing\000034.jpg,000034.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1000,1000,51.8,5dfd7049f5,no,
marrakech_dataset\leather\bing\000035.jpg,000035.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,800,534,109.1,91cf1dc41f,no,
marrakech_dataset\leather\bing\000036.jpg,000036.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,800,800,186.0,51ca157ab2,no,
marrakech_dataset\leather\bing\000037.jpg,000037.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,794,1191,85.0,0c1e081e05,no,
marrakech_dataset\leather\bing\000038.jpg,000038.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,794,1191,151.3,1a9ac72d20,no,
marrakech_dataset\leather\bing\000039.jpg,000039.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,800,534,73.3,f58c27d2ed,no,
marrakech_dataset\leather\bing\000040.jpg,000040.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,265.6,51e71028bd,no,
marrakech_dataset\leather\bing\000041.jpg,000041.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,246.3,021d7fe583,no,
marrakech_dataset\leather\bing\000042.jpg,000042.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,205.5,cf12666450,no,
marrakech_dataset\leather\bing\000043.jpg,000043.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,292.5,45b5637726,no,
marrakech_dataset\leather\bing\000044.jpg,000044.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,504,522,308.5,6e594e24ed,no,
marrakech_dataset\leather\bing\000045.jpg,000045.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,236.1,39ca4f90de,no,
marrakech_dataset\leather\bing\000046.jpg,000046.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,849,276.3,9328b10fce,no,
marrakech_dataset\leather\bing\000047.jpg,000047.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1080,1125,213.7,348d68183c,no,
marrakech_dataset\leather\bing\000048.jpg,000048.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1600,1143,292.1,5cb7f401c0,no,
marrakech_dataset\leather\bing\000049.jpg,000049.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,504,471,282.3,74becf931b,no,
marrakech_dataset\leather\bing\000050.jpg,000050.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,236.8,d532159df6,no,
marrakech_dataset\leather\bing\000051.jpg,000051.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,716,716,38.4,7a469e6378,no,
marrakech_dataset\leather\bing\000052.jpg,000052.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1000,1000,77.0,0fecec8387,no,
marrakech_dataset\leather\bing\000053.jpg,000053.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1024,683,233.2,291a61f884,no,
marrakech_dataset\leather\bing\000054.jpg,000054.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1000,1000,70.3,0ce7c8970c,no,
marrakech_dataset\leather\bing\000055.jpg,000055.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,768,768,30.2,3700844dee,no,
marrakech_dataset\leather\bing\000056.jpg,000056.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,768,768,48.4,111477895f,no,
marrakech_dataset\leather\bing\000057.jpg,000057.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,416,416,40.4,91bed5fddc,no,
marrakech_dataset\leather\bing\000058.jpg,000058.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,190.9,d80b951bcb,no,
marrakech_dataset\leather\bing\000059.jpg,000059.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,932,126.2,34ef9c7712,no,
marrakech_dataset\leather\bing\000060.jpg,000060.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1000,1333,103.2,c849201309,no,
marrakech_dataset\leather\bing\000061.jpg,000061.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1440,1050,489.5,ba8d8f312f,no,
marrakech_dataset\leather\bing\000062.jpg,000062.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1290,890,306.6,96ce0ccfee,no,
marrakech_dataset\leather\bing\000063.jpg,000063.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,844,1500,237.0,ee799bfd1e,no,
marrakech_dataset\leather\bing\000064.jpg,000064.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,783,143.2,05af3d7cff,no,
marrakech_dataset\leather\bing\000065.jpg,000065.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1024,380,76.2,879cf3b609,no,
